"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/12/20","Amazonポイント","1188","Amazon.co.jp","収入","一時所得","","0","0N_UALDR7GajOJ6Z4pOFNxxWVmo3YMwHwF0beWfGGXs"
"1","2024/12/20","るるぶ大阪ベスト'26 (るるぶ情報版) 販売: Amazon.co.jp","-1188","Amazon.co.jp","趣味・娯楽","旅行","","0","n9H82lgvEdZMZf0Vo_9O2OdB23cSHncyXAUyrEVdYoM"
"1","2024/12/20","ドラッグセイムス膝折店","-1300","JCBカード","日用品","ドラッグストア","","0","dE4jcfE2jP0q_M8-tjxfAfmxKj7cmF89cisuLRAfmdA"
"1","2024/12/20","ANTHROPIC 4152360599","-3186","JCBカード","日用品","日用品","","0","4rq626rrvb-F6-dN36u6nd1-kJ1TpPmyQJuOsZI80UE"
"1","2024/12/20","セブン－イレブン朝霞駅南口店","-352","JCBカード","食費","コンビニ","","0","-2a6pFImykBviTSd2cSVQFRpkdMcq6-Gf1UYPA2qNag"
"1","2024/12/20","サニーサイド１９２３","-49500","JCBカード","交際費","飲み会","","0","n5yM4htVMOdiWcJ_z7_BG8jIxllgcu2FXLSvGuIkmCY"
"1","2024/12/19","割引","115","Amazon.co.jp","収入","一時所得","","0","096-Vj0bqChwmJy5pNWCzEF7qoA6tsuBDqL50kT0HCo"
"1","2024/12/19","by Amazon 無添加泡の石けんボディソープ 大容量 詰替え用 1450ml(SOLIMO) 販売: Amazon.co.jp","-1151","Amazon.co.jp","日用品","日用品","","0","OKFOKIcHOyy4DFchZY8axSb_owyuRJo5d0Gl3U0pYEY"
"1","2024/12/19","西友","-3789","JCBカード","食費","スーパー","","0","kTOjl0JljtG09teiMSq7YUHaRMButlxs60VQvGwM5bc"
"1","2024/12/19","セリア１６９１西友新座店","-110","JCBカード","日用品","その他日用品","","0","PSeuBFijF6NpI09axPNVryRcK9BB-FfyF_vQHP5XD2I"
"0","2024/12/19","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1036","JCBカード","日用品","Amazon","","1","h8b-2u9PVUHosM3wJFSPQ6cxBFC2uzYqRYxH2rIFOLE"
"1","2024/12/19","スターバックス　コーヒー　ジャパン","-3000","JCBカード","食費","外食","","0","u_rShNAiVsEYXEmyc0S3DdvvgvLfHOdrKDQc78OWS-8"
"1","2024/12/19","ＪＲ東日本モバイルＳｕｉｃａ","-10000","JCBカード","交通費","交通費","","0","KgVaebWYvQY9SV1lfloJsDCoF-6CugMxGd0k3Ll_MPs"
"0","2024/12/19","振替 SBI証券","657","【け】住信SBIネット銀行","未分類","未分類","","1","QnMxPMMWLK-osaNwoRh9HuQqPmfzge6TUtT5pzhT_ig"
"0","2024/12/18","ATM セブン銀行","-10000","【ま】住信SBIネット銀行","現金・カード","ATM引き出し","","1","G1n-L1QHPdUPZsPubdkUK0efa6GDUUn4j6YjH_zBL3I"
"1","2024/12/18","ＵＳＥＮ　ＮＥＴＷＯＲＫＳサ－ビス","-4950","JCBカード","住宅","通信費","","0","gwLqghlcSDG0hvGQcNv8i5qDAfba0pr1KqMakBh8Ii4"
"1","2024/12/18","セブン－イレブン新座野火止７丁目店","-820","JCBカード","食費","コンビニ","","0","plF_guCEGT0ERbFaNaQvpuIUPWTpdOHYbCAIz7h1Zsw"
"1","2024/12/18","ドラッグセイムス新座野火止店","-3350","JCBカード","日用品","ドラッグストア","","0","Tr05PAWjwTrLbsd3y5K8lV91au1GkQLVPXzDRgGWUD4"
"1","2024/12/18","ニトリ","-9628","JCBカード","日用品","その他日用品","","0","_c2FgL-iJ-TK5S_9AoNyRvYcmruwP__z-gg47zYLgh0"
"1","2024/12/17","ヤオコー和光丸山台店","-3452","JCBカード","食費","スーパー","","0","-gl54F96oBlAyOfsBmrcvL0TrcwTgNHd8L6HrrwWPHQ"
"1","2024/12/17","無印良品","-3550","JCBカード","日用品","日用品","","0","H_rjgJkP-Woi9z44TKlo4Nxxh6vfSsbZCUO6GxJIRqM"
"1","2024/12/17","炭焼ジュッコシマウマ酒店","-24950","JCBカード","交際費","その他交際費","","0","xa6yT4uj6-6SGzo4Qf7dPf2BI-HdGwtifWna8idgeGY"
"0","2024/12/17","振替 SBI証券","120","【け】住信SBIネット銀行","未分類","未分類","","1","1pCtJVEhMzg2UgA49HJJQ6ObxET-gZxxWI3I6vIQ2EQ"
"1","2024/12/17","立替払い","6000","なし","収入","一時所得","","0","hkBp0Is-nXT1UYDtayGMi2eYlaTSlnpu4BebHDeVeX8"
"1","2024/12/17","整形外科","-330","なし","健康・医療","医療費","","0","4SzCI6D25x1xd8KNhnLYtkgRClTy3ptm070BCJmmm6k"
"1","2024/12/17","りお幼稚園","-15900","なし","住宅","教育費","","0","Ufi9NGLFm7pohNgOWCwAmAuhEmyXnwLMAcPIQ7xO1eE"
"1","2024/12/16","東京電力　電気料金等　０６年１２月分","-17012","JCBカード","住宅","水道光熱費","","0","67O1iDRXZ7-GL7D2p0IoMGXtCgZqaR44K-UfsUrm02A"
"1","2024/12/16","割引","118","Amazon.co.jp","収入","一時所得","","0","Wje1EcdlywCW9RwfeWOYxlVP5uZiaQMQKZzepnzbtw0"
"1","2024/12/16","(ケラッタ) moshi moshi おむつ 防臭袋 臭わない 袋 【マチ付きで簡単密閉】オムツ 消臭 (Mサイズ 90枚入) (1個入り) (1180円 * 2点) 販売: ケラッタ株式会社","-2360","Amazon.co.jp","日用品","日用品","","0","MO-Mz7fDcb7z5a1MSxA16aP5irnmLJIPdeJPRCLsyXM"
"1","2024/12/16","割引","112","Amazon.co.jp","収入","一時所得","","0","cozAcQBSySBOJBiXkepjYMmA_2A7wI5u9kVcsBP3k5o"
"1","2024/12/16","クリニカ アドバンテージスポンジフロス ミント(※色は選べません) 4個 (x 1) 販売: Amazon.co.jp","-1123","Amazon.co.jp","日用品","日用品","","0","a_khuDDZGOciJvtyKALDoEwd6KIeTZBQQ2X56ASunJU"
"1","2024/12/16","世界一流エンジニアの思考法 (文春e-book)[Kindle 版] 牛尾 剛 販売: 株式会社 文藝春秋","-1700","Amazon.co.jp","教養・教育","書籍","","0","fDKn4pDoSlprdxl2N0cURXjtjm6dmncoDCCHd-0Ptxs"
"1","2024/12/16","Next.js+ヘッドレスCMSではじめる! かんたんモダンWebサイト制作入門 高速で、安全で、運用しやすいサイトのつくりかた[Kindle 版] 柴田 和祈, 森茂 洋, 野崎 洋平, 千葉 大輔 販売: Amazon Services International LLC","-3212","Amazon.co.jp","日用品","日用品","","0","RFGPyTEq8H-0DoI5Oio_u4F3QJlM-48HlESaz1HV5xU"
"1","2024/12/16","実装で学ぶフルスタックWeb開発 エンジニアの視野と知識を広げる「一気通貫」型ハンズオン[Kindle 版] 株式会社オープントーン, 佐藤 大輔, 伊東 直喜, 上野 啓二 販売: Amazon Services International LLC","-1815","Amazon.co.jp","教養・教育","書籍","","0","GjRPnjKiow-GUcSiaHeUTO5uKoJHXA9sLKNUfgavgMU"
"1","2024/12/16","ミヤマ珈琲　朝霞本町店","-490","JCBカード","食費","外食","","0","Be55UgQNb6pm-7wFFRIp292yo91q4Me_pdx16aJNdyk"
"0","2024/12/16","AMAZON DOWNLOADS WWW.AMAZON.CO","-1700","JCBカード","日用品","Amazon","","1","ocSgIUzBDJ5dEHzUWGqO9r7c-4HmBlmih0q8YJ9pKZM"
"0","2024/12/16","AMAZON DOWNLOADS WWW.AMAZON.CO","-5027","JCBカード","日用品","Amazon","","1","VWjRAPjQkmTsKRB4hinlApZkv9Wh8o2h0K7ZLMdM5vg"
"1","2024/12/16","PADDLE.NET* MACPAW.COM LONDON","-4617","JCBカード","衣服・美容","クリーニング","","0","MIiKs2SLlMgCLB_Rm7TsS_ylXRq1Qg1eRLUljtXtoBU"
"1","2024/12/16","ＣｏＣｏ壱番屋目黒駅西口店","-1118","JCBカード","食費","外食","","0","JqjGd7fpBs699ILJOsnXmT2kQBZ-exUgntucu0JzJ-8"
"0","2024/12/16","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-2242","JCBカード","日用品","Amazon","","1","cZnmxciKS4U1DlJ4rDTuE4uE5wMZznckpoSXJ2koC2U"
"0","2024/12/16","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1011","JCBカード","日用品","Amazon","","1","t1qqdZcKP_dSwmCMxHnj7atph6b_1ddVqryGEqyYCnw"
"1","2024/12/16","アイン薬局　朝霞青葉台店","-560","JCBカード","健康・医療","薬","","0","Bkai-6apyasGF1lCa4quGQLR8cAFr2hHyVqi9Zg2RRU"
"1","2024/12/16","朝霞あおば台整形外科","-4080","なし","健康・医療","医療費","","0","lld5sbdMaY9acRAEgTY9ErkwIyGGgpvVivlcNXwL3PM"
"1","2024/12/15","イトーヨーカドー　朝霞店","-2107","JCBカード","食費","スーパー","","0","QwJS7R2rr716xPhaSFUn2dCt5uf8C23Tmr16Be3FFv8"
"1","2024/12/15","カインズアプリ","-880","JCBカード","日用品","日用品","","0","aM_Rt2ptUxarboMUgyQ6GKwF4g7h9nCkEbirjXVFVMw"
"1","2024/12/15","カインズアプリ","-2342","JCBカード","日用品","日用品","","0","ERJhirRyMAJhNTH8CSg26AQ5GaDd6xRS7bt1Rjc_dro"
"1","2024/12/15","ポケモンセンターオンライン","-3410","JCBカード","趣味・娯楽","映画・音楽・ゲーム","","0","gFI1QLFrRBvSAN0R3pHLE6Vw_ExoC_uNl5TXW6rlbJ8"
"1","2024/12/15","ポケモンセンターオンライン","-3410","JCBカード","趣味・娯楽","映画・音楽・ゲーム","","0","abIBF-w7lU1is9KUyFe7IaNdIWu0pd1xCIpWAnhtSRo"
"1","2024/12/14","ポイント","371","Amazon.co.jp","収入","一時所得","","0","6qsM8D-jP66p2fOmDYXyGHZcRubWanjCjyA8gR78Q6s"
"1","2024/12/14","AIエディタCursor完全ガイド ―やりたいことを伝えるだけでできる新世代プログラミング―[Kindle 版] 木下雄一朗 販売: Amazon Services International LLC","-3018","Amazon.co.jp","教養・教育","書籍","","0","fJh3Pi_bil5MG9jE7ijletccLF6MhfGjf6B9vT4bz3g"
"1","2024/12/14","金色のガッシュ!! 2【単話版】 Page 27[Kindle 版] 雷句誠 販売: Amazon Services International LLC","-110","Amazon.co.jp","教養・教育","書籍","","0","Sj7rIz4ZalXUIp9bhNQrGIx7qI5S7mpjyw3ihDuocp0"
"1","2024/12/14","西友","-2095","JCBカード","食費","スーパー","","0","uYPCbji-FJRj-KQ77ff7Bi8cHg8oOD42S6WcJHuINKo"
"1","2024/12/14","AMAZON DOWNLOADS WWW.AMAZON.CO","-110","JCBカード","日用品","Amazon","","0","iZ2fs8mOQQpETyRs8iQHoU2k1i4g9RwzDCkplAYXn14"
"0","2024/12/14","AMAZON DOWNLOADS WWW.AMAZON.CO","-2647","JCBカード","日用品","Amazon","","1","2EKpqEApMTrbR4FeCFL4-RXQtzpNp2zyr_Ogzxox9Hg"
"1","2024/12/14","ＥＮＥＯＳ－ＳＳ","-2868","JCBカード","自動車","ガソリン","","0","LHxCL2GtiSoPj_-R7NPIQ6BfGtQ4k00g-mN3DZqBCbU"
"0","2024/12/14","セリア１６９１西友新座店","-110","JCBカード","日用品","その他日用品","","1","R-QIqICRDr5O51mM12ZD08t-hZg-l0qlnVx8afEghyo"
"0","2024/12/14","SBI証券投信積立サービス","-40000","【け】三井住友カードNL","未分類","未分類","","1","bISzdu7uoFMcjfOMxlePC-2PF6tHHvpspWdrYCwSANA"
"1","2024/12/14","マクドナルドモバイルオーダーペイ","-2990","JCBカード","食費","外食","","0","rEdX3JIpiTmZHVHTmX4m668bDvkbSo5ihgMDlCxmxDo"
"0","2024/12/13","SBI証券投信積立サービス","-40000","【ま】三井住友カード","未分類","未分類","","1","6OQSewDm38670caIwxkSQipsbu6Zm1tORJorULrMlTM"
"1","2024/12/13","ミツギロン(Mitsugiron) 家具転倒防止 安定版 耐震板 90cm クリア 1本入 日本製 地震 防災 耐震マット たおれんゾウ ST-25 (917円 * 2点) 販売: アマゾンジャパン合同会社","-1834","Amazon.co.jp","特別な支出","家具・家電","","0","I2-rOS2ApwuhVBGK9IOqxyHUdWWr6UjFIfJHaFHSpOc"
"1","2024/12/13","ミツギロン(Mitsugiron) 家具転倒防止 安定版 耐震板 90cm クリア 1本入 日本製 地震 防災 耐震マット たおれんゾウ ST-25 販売: アマゾンジャパン合同会社","-917","Amazon.co.jp","特別な支出","家具・家電","","0","TsNZRzTiqERzk8oNpZrF5vXgSpO8gMWJCKLCeIOjWF8"
"1","2024/12/13","和気産業 防振ゴムA 黒 10X100X100mm BGA-02 防振 防音 洗濯機 室外機 1枚入 (211円 * 4点) 販売: アマゾンジャパン合同会社","-844","Amazon.co.jp","日用品","日用品","","0","xtRHRTIvArev6phP7RG_iB-TuzqtugFhHeJG-YW6PH0"
"1","2024/12/13","アイリスオーヤマ(IRIS OHYAMA) コンセント式 LED人感センサーライト 防水仕様 明るさ2400ルーメン コンセント3m LSL-ACTN-2400 販売: Amazon.co.jp","-5282","Amazon.co.jp","日用品","日用品","","0","T1QhfwfLvKjIrkiYd2X5KZOCHLpgamRuXR5Q3_v6LLM"
"1","2024/12/13","金正陶器(Kaneshotouki) 「 ポケットモンスター 」 ホゲータ マグカップ 食洗機対応 電子レンジ対応 食器 グッズ 約250ml シンプルシリーズ 日本製 144155 販売: アマゾンジャパン合同会社","-990","Amazon.co.jp","日用品","日用品","","0","WmeARmLeaN2k-hqZAQ_17X8nfFeAHN2ltzdRK1dGiSA"
"1","2024/12/13","有田陶芸 有田焼 排水口カバー リボンかえる 緑 抗菌 清潔 おもてなし 日本製 販売: アマゾンジャパン合同会社","-1328","Amazon.co.jp","日用品","日用品","","0","_keBnUqqHQ368GqlMoJZ6-mALmtF3DUKJ4ZqxMGZVgI"
"1","2024/12/13","有田陶芸 有田焼 排水口カバー リボンかえる 黄 抗菌 清潔 おもてなし 日本製 販売: アマゾンジャパン合同会社","-1271","Amazon.co.jp","日用品","日用品","","0","DKs1qKtsxLblaswo3ItrEnSjaPtz0Sbjh5lt4PTwK5s"
"1","2024/12/13","金正陶器(Kaneshotouki) 「 ポケットモンスター 」 ニャオハ マグカップ 食洗機対応 電子レンジ対応 食器 グッズ 約250ml シンプルシリーズ 日本製 144157 販売: アマゾンジャパン合同会社","-990","Amazon.co.jp","日用品","日用品","","0","uOxywTI8cQmH-XFE8eCGMBG_8uoqrK-ImlSA4BHad0M"
"1","2024/12/13","ｈｏｔｔｏｍｏｔｔｏ","-2820","JCBカード","食費","外食","","0","jKWJch0eVqbv2bNMkznrcUqxX8iGiMK-6Wumwwcc3y8"
"1","2024/12/13","ＡｍａｚｏｎＰａｙ提携サイト","-5255","JCBカード","日用品","日用品","","0","7NPPg4QGuXUzcdkZp0rA3NhGuEgi8AWwLw_eBEWOHYk"
"1","2024/12/13","ＡｍａｚｏｎＰａｙ提携サイト","-8939","JCBカード","日用品","日用品","","0","sBXAufuAjc72fdFBGb4-6eQHk81G9wZTuINn0Gvx8ys"
"0","2024/12/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1761","JCBカード","日用品","Amazon","","1","iyvlgsMmdOvffGuIjxkqrQyfDphaT_3OiYecjcQmKkA"
"0","2024/12/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1834","JCBカード","日用品","Amazon","","1","y2rhYo6r5B4Oheuqyg6XXVWzCrxdx1HNqeyUjxsxKmc"
"0","2024/12/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2261","JCBカード","日用品","Amazon","","1","fs8LbAR19KNGRJrsdmIweGexBpArPGLyTzikz44V-q0"
"0","2024/12/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2318","JCBカード","日用品","Amazon","","1","UXX0ste_2OyGBqb60c6ptOQBfjWK4RnfiA6oGoM3gag"
"0","2024/12/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-5282","JCBカード","日用品","Amazon","","1","3kCtMcEpm7MjPjeNz-wscUZNrEo9_U7ECt6s_-Sjv-o"
"1","2024/12/13","ＥＸＰＯ２０２５チケットサイト","-11200","JCBカード","交際費","交際費","","0","oQV2O2k236driWB3DeytBsVElVcfFjPAKv8aYkDeOds"
"1","2024/12/13","ダイソー","-110","JCBカード","日用品","日用品","","0","3zbQWbFUGH73uK7bqWCLrP38IYBQVjFvXFvMxvkW8ds"
"1","2024/12/12","くもん出版(KUMON PUBLISHING) 【Amazon.co.jp限定】くもん出版 おふろでレッスンミニ ひらがなのひょう (A4判4枚) 知育玩具 おもちゃ 2歳以上 KUMON 販売: Amazon.co.jp","-719","Amazon.co.jp","日用品","日用品","","0","5-2SIBUPhPR33nYoTRW9E-TmvcS4Kz30GBRuZDU9FTY"
"1","2024/12/12","【Amazon.co.jp限定】くもん出版 おふろでレッスンミニ 一年生かんじのひょう (A4判4枚) 知育玩具 おもちゃ 2歳以上 KUMON 販売: Amazon.co.jp","-744","Amazon.co.jp","日用品","日用品","","0","IdhRWjmrDF8uO2yA6CGVzMCwUzuXJUf-n4J-eWa0RPo"
"1","2024/12/12","マルエツ　朝霞","-2277","JCBカード","食費","スーパー","","0","yiOQtqGFqCMMVp3rYOwK1prAo2QN-tImKPzlvejd5G4"
"1","2024/12/12","バースデイ","-869","JCBカード","日用品","日用品","","0","T1DgDNwoeFgd3ZSWOGg6biChShPfEWq8vdhACGmk4vc"
"1","2024/12/12","STACKBLITZ 6307082321","-3122","JCBカード","日用品","日用品","","0","-HWlw7eTO2S1PEuo48Ap0-6rAMZ8j2rP0BLmJu_M0gk"
"0","2024/12/12","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1463","JCBカード","日用品","Amazon","","1","jj6zp8bEAyhnTEnWxpU9kBHzoxMqiEON4WRC4dQYcWM"
"1","2024/12/12","東京ガスエネサ－ビス","-4990","JCBカード","住宅","水道光熱費","","0","mtRVF_Ov6mTqdMFy4NBloKJSpnVdt9UIJTfiAW8T_mM"
"1","2024/12/12","ＪＲ東日本モバイルＳｕｉｃａ","-10000","JCBカード","交通費","電車","","0","EjrKz-7kui7ptfgJOHKOSlGGw-_zlKGgyfsfwmfMZuM"
"1","2024/12/11","マクドナルド富士見ららぽーと店","-1590","JCBカード","食費","外食","","0","Q9H7k4M3yXEdM4avrlBNKxj2CTGcdrjcs3rMsEdpYHE"
"1","2024/12/11","ｐｏｖｏご利用料金","-157","JCBカード","住宅","通信費","","0","8-S2zg8o9LJkzsdM_YOYAJ4C9wC7uZNS1YDNJKyOVYY"
"1","2024/12/11","ヤオコーららぽーと富士見店","-2098","JCBカード","食費","スーパー","","0","2i8sf3DjA_46EDcTgMIbweA_xAXu0HRURqZpKhjLiow"
"1","2024/12/11","ららぽーと富士見","-354","JCBカード","日用品","日用品","","0","SsOi9FgvsV373SnJ3ya0T8pGlz-ynGahxEEijSxPmyU"
"1","2024/12/11","ららぽーと富士見","-1463","JCBカード","日用品","日用品","","0","vrYeoFSEklatadQ67WabzkW8378fzLMrMbPvsinBcy4"
"0","2024/12/10","振替 SBI証券","1345","【け】住信SBIネット銀行","未分類","未分類","","1","W3IZN5w0F3EmMEV8K5WmSUHgeqi2obLEoRbW6fj96Jw"
"0","2024/12/10","口座振替 ミツイスミトモカード","-40000","【け】住信SBIネット銀行","現金・カード","カード引き落とし","","1","RkAjrtfdvDf0fNfAJBTpbb64GMX4z8i7gP1R3MMJG7w"
"0","2024/12/10","口座振替 (カ)ジエーシービー","-605199","【け】住信SBIネット銀行","現金・カード","カード引き落とし","","1","MubACjuZ8jKVxZNqsXCCWNC4giDmCSZppBL4q63Bp7s"
"1","2024/12/10","振込*アサカジドウテアテ","40000","【け】住信SBIネット銀行","収入","その他入金","","0","2Wagmqt5ui8MDsjXLD0HABlSadG1g0A7bkXss4sBn0w"
"1","2024/12/10","ＧＯアプリ〔乗車料金〕","-1600","JCBカード","交通費","タクシー","","0","fS77cNXJVeucGsul7DXRXjtYxz1VIZnl5Ho8vqTFbrA"
"0","2024/12/10","口座振替 ミツイスミトモカード","-40000","【ま】住信SBIネット銀行","現金・カード","カード引き落とし","","1","T__BKffM3Tu5Dvk2EaW05OBxIg3qkNC0FeVahaieDKQ"
"1","2024/12/09","ＡＰＰＬＥ．ＣＯＭ／ＢＩＬＬ","-250","JCBカード","日用品","日用品","","0","F5KepdlT5Uzhw7CzaKK5nuYmRt28WPRZIfknYPcdeRc"
"0","2024/12/09","振替 SBI証券","-84799","【け】住信SBIネット銀行","未分類","未分類","","1","7S5_9uRViPc_s9tB98QQ3EaU32OKR3EcC6VWdV0WSx0"
"1","2024/12/09","ヤオコー新座店","-3666","JCBカード","食費","スーパー","","0","qJ51ij5NnHD-lk9D0Iu5qrvQY87QicJwVpdC1x0zaqo"
"1","2024/12/08","西友","-4577","JCBカード","食費","スーパー","","0","-PVsQKKRSxzghjWwQaCF5X6QDsuHvLWrsZbYsvNwea0"
"1","2024/12/08","ＡＮＡインターネットチケットレス","-65720","JCBカード","趣味・娯楽","旅行","","0","jKSfUPI19GxvD1xZqqb019EJBbRTMvxZnwdAp47Wv50"
"1","2024/12/08","ＯＲｅｉｌｌｙ　Ｊａｐａｎ　Ｅｂｏｏｋ","-3740","JCBカード","通信費","情報サービス","","0","ZiqB3y0TcpY5SSr0Z1PNL35mSDQkbUu6gh-t8PE0OhI"
"1","2024/12/08","マクドナルドモバイルオーダー","-2900","JCBカード","食費","外食","","0","kiEySSFXI3Fy8WF0C5IXgzvfcbWsUYykuJg6ihF68-A"
"1","2024/12/07","カインズ朝霞店","-479","メルペイ（残高払い）","日用品","日用品","","0","jSgZqeUNNGpTR-h9h93d6lZMKjp5qPHdse_6xO8eJdc"
"1","2024/12/07","イトーヨーカドー朝霞店食品　食料品","-3268","JCBカード","食費","スーパー","","0","8VLZU-DUwQ19t6qNpeKsRSaHspJ1IZfE_jxP4VZVhmQ"
"1","2024/12/07","ＪＲ東日本　えきねっと","10460","JCBカード","収入","不明な入金","","0","JnacjF0JpcCgdd2GEFQ6c1PPC79zw3Q5cX4DmhUfqvE"
"1","2024/12/07","ＪＲ東日本　えきねっと","-10460","JCBカード","交通費","会社立替え払い","","0","vvSpRx1RQ-T4uJHL3iJEJSRC4WlUyciSX0msUORt1IY"
"1","2024/12/06","フォトサロン仲町","-1300","JCBカード","日用品","日用品","","0","-qpB0dKiQfJ-yRlrbMYIH8vbUBEhYvIfu50Aw1neilg"
"0","2024/12/06","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-3051","JCBカード","日用品","Amazon","","1","W40Ttkzx5EiLlNH5njZnrpIbAdDdMEBo671ejU5qdbI"
"1","2024/12/06","2025 SL&RAILカレンダー ([カレンダー]) 販売: Amazon.co.jp","-1540","Amazon.co.jp","日用品","Amazon","","0","JxxTIgzFl08tQBn2Yn_frf7Ges7LvQzktE6TV0mn9xE"
"1","2024/12/06","割引","161","Amazon.co.jp","収入","一時所得","","0","uQ5nfQ4zbxUyxViqFseoOtA9cIOro54jO6pwRb2Yjr4"
"1","2024/12/06","サンリオ(SANRIO) シナモロール アルミランチボックス 024937 販売: Amazon.co.jp","-2024","Amazon.co.jp","日用品","Amazon","","0","hu9hgLt36kyEI9V-czApDawnNvDwymwiG6TavYyiddk"
"1","2024/12/06","サンリオ(SANRIO) キッズショーツ 3枚セット 110cm シナモロール シナモン Cinnamoroll キャラクター 493953 販売: Amazon.co.jp","-1188","Amazon.co.jp","日用品","子育て用品","","0","yvXQdgcnBtAyeimjZSn-PpTZcB-sdEaY8xC4gPVEPq8"
