"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2022/08/19","APPLE.COM/BILL","-10000","JCBカード","特別な支出","家具・家電","","0","ot3sP0fYNM84z5jeTD2PQw"
"1","2022/08/19","ルミネ 大宮2","-9196","JCBカード","衣服・美容","衣服","","0","yl6J2AKV8nGIj5TkdCzOyw"
"1","2022/08/18","ATM セブン銀行","-20000","【け】住信SBIネット銀行","現金・カード","ATM引き出し","","0","RrxHhwq0dl4EDes4xWxv_Q"
"1","2022/08/18","ときわ亭大宮店","-7104","JCBカード","交際費","飲み会","","0","rLGuwttWzNvsTUDsjXOntA"
"1","2022/08/17","ポイント","54","Amazon.co.jp","収入","一時所得","","0","GNNGXS4R3mnKIFhXYJB7cw"
"1","2022/08/17","凪のお暇 10 (A.L.C. DX)[Kindle 版] コナリミサト 販売: Amazon Services International LLC","-715","Amazon.co.jp","趣味・娯楽","本","","0","fStTFIkszuoI1CWxHXw9xg"
"1","2022/08/17","ローソン サイタマヒガシオオナリチヨウ","-324","JCBカード","食費","食料品","","0","gJD8sgTvUJg_VLhX2VDypg"
"0","2022/08/17","AMAZON DOWNLOADS WWW.AMAZON.CO","-661","JCBカード","教養・教育","書籍","","1","5u_iPCdZhM2AmLJIOeeBKw"
"1","2022/08/16","【医薬部外品】ミューズ ノータッチ 泡 ハンドソープ 詰め替え グリーンティーの香り (250ml×4個セット 約1000回分) 殺菌 消毒 専用自動ディスペンサー用 保湿成分配合 お徳用 まとめ買いセット 販売: アマゾンジャパン合同会社","-2000","Amazon.co.jp","日用品","日用品","","0","maxwMkHxV0omzpKoqatovA"
"1","2022/08/16","ワイズ キューブ型羽毛ふとん収納袋シングル用 SC-116ホワイト 販売: アマゾンジャパン合同会社","-859","Amazon.co.jp","衣服・美容","その他衣服・美容","","0","HimuQfnclVscV_yDiDtZ2w"
"0","2022/08/16","AMAZON.CO.JP","-2859","JCBカード","教養・教育","書籍","","1","h0Iei2mGLcaaFNNEuKYVQA"
"1","2022/08/16","ウジエスーパー小田原店","-1358","JCBカード","食費","食料品","","0","o55nBPRnJE5GHdHGrckNHw"
"1","2022/08/16","JR東日本 えきねっと","5550","JCBカード","未分類","未分類","","0","8ZRop6Xe28JlDmEaR6HR5Q"
"1","2022/08/16","JR東日本 えきねっと","-5550","JCBカード","交通費","電車","","0","SHjuH2Y5D8HnJqHzMFpmzg"
"1","2022/08/15","キャッシュバック(ポイント交換)","100","【け】三井住友カードNL","収入","その他入金","","0","sl7BRNz_Ix1c1aJIZ8MqZw"
"1","2022/08/15","パンセ 遠見塚本店","-1341","JCBカード","食費","食費","","0","rA3RDFN91EWXh1r0ZmgdQQ"
"1","2022/08/15","WAONチャージ","-5000","JCBカード","現金・カード","電子マネー","","0","tsYlWnxU4FymlQvEqt3v2Q"
"1","2022/08/15","セブン-イレブン仙台卸町1丁目店","-278","JCBカード","食費","食料品","","0","WM-TFxdoazhQvWGH1fDnJQ"
"1","2022/08/14","povoご利用料金","-990","JCBカード","通信費","携帯電話","","0","vxHt3nKOeW_IPApL-8QIWg"
"1","2022/08/14","マクドナルドモバイルオーダーペイ","-1840","JCBカード","食費","外食","","0","1Zk-F7LfFuXVFemUNJRMPw"
"1","2022/08/14","IKEA仙台","-498","JCBカード","日用品","日用品","","0","n6Pl3oFYzMjVHawJfeVoFg"
"1","2022/08/14","ローソン センダイオダワラ3チヨウメ","-836","JCBカード","食費","食料品","","0","cuL31iKPBMbBsNEWXvsQQQ"
"1","2022/08/14","nanaco ApplePay チャージ","-5000","JCBカード","通信費","その他通信費","","0","KHgoFwnhfBzoO49zDomt5w"
"1","2022/08/13","ポイント","143","Amazon.co.jp","収入","一時所得","","0","DADTVurqGsZszgETaz-xQg"
"1","2022/08/13","NとS(6) (デザートコミックス)[Kindle 版] 金田一蓮十郎 販売: 株式会社 講談社","-495","Amazon.co.jp","食費","食料品","","0","mac-TySdA3rCf4TvZ3A78A"
"0","2022/08/13","SBI証券投信積立サービス","-20000","【け】三井住友カードNL","未分類","未分類","","1","ieYWh07uAnmfpaTrQDoPyg"
"1","2022/08/13","オリソク","4","※解約済【け】77","収入","その他入金","","0","aONbnQPDMd-Fs5z543vC4Q"
"1","2022/08/13","ウジエスーパー小田原店","-1263","JCBカード","食費","食料品","","0","3th8rLFmEJZQWNfY7Zt7yQ"
"1","2022/08/13","nanaco ApplePay チャージ","-10000","JCBカード","特別な支出","家具・家電","","0","NU4tTcIKevnYGGIlCn9pCQ"
"1","2022/08/12","鎌倉パスタ 仙台PARCO店","-3696","メルペイ（残高払い）","衣服・美容","衣服","","0","yV1JjUzPKMpZhLQJdrTp50mRtClYqBR3LCa95qvw-Eo"
"1","2022/08/12","千趣会 ベルメゾン","-4346","JCBカード","衣服・美容","衣服","","0","IbeHEDvNkkxhzWfH4Gjnng"
"0","2022/08/12","AMAZON DOWNLOADS WWW.AMAZON.CO","-352","JCBカード","教養・教育","書籍","","1","9-8I9RJagaFu8wddKKixwg"
"1","2022/08/12","APPLE.COM/BILL","-10000","JCBカード","特別な支出","家具・家電","","0","fQRcdIW8RWl0YM1QsdOmFw"
"1","2022/08/12","APPLE.COM/BILL","-10000","JCBカード","特別な支出","家具・家電","","0","fzZHvgl-fRCW-1aLZ1jLVw"
"1","2022/08/12","nanaco ApplePay チャージ","-20000","JCBカード","特別な支出","家具・家電","","0","Zm124ICeX1Hm4gkOXAuVXA"
"0","2022/08/12","振替 SBI証券","-32000","【け】住信SBIネット銀行","未分類","未分類","","1","JEAthGfYwcaTkKxapKMFjA"
"1","2022/08/12","振込*テイガクジドウニユウキン","20000","【け】住信SBIネット銀行","未分類","未分類","","0","MuEhDWLMVbK3flGYGGn0Mw"
"1","2022/08/11","ウジエスーパー小田原店","-3642","JCBカード","食費","食料品","","0","q30-3dhPRHGS-TcEvDgztQ"
"1","2022/08/11","ニッポンレンタカーサービス","-4400","JCBカード","自動車","車両","","0","R1jktF4UFbuKKvFQ37egUg"
"0","2022/08/10","JCB","-371749","※解約済【け】77","現金・カード","カード引き落とし","","1","bzvNIW_oxxjHSS_MuMo7zQ"
"1","2022/08/10","トウコウヨウチエン","-5800","※解約済【け】77","教養・教育","その他教養・教育","","0","xJjYZ7tDdL-Nf9P-qz1eXw"
"1","2022/08/10","povoご利用料金","-242","JCBカード","通信費","携帯電話","","0","VAlcsNzR_ZyDzrpxumauOg"
"0","2022/08/10","ミツイスミトモカ-ド (カ","-19157","【け】みずほ銀行","現金・カード","カード引き落とし","","1","IB-DaHtFgj9_XGOcygLAsA"
"1","2022/08/09","振替 SBI証券","-32000","【ま】住信SBIネット銀行","未分類","未分類","","0","iOBqfi2zCiw8gNi5iMu1Hw"
"1","2022/08/09","富士カトラリー 子供向け包丁 グーテ 子供用包丁(両刃) FC-790 イエロー (ねこ) 235mm AGC0101 販売: オンラインストア latte (ラテ)","-910","Amazon.co.jp","日用品","子育て用品","","0","e8Yb3TLD9N5cv3bMdF815Q"
"1","2022/08/09","割引","336","Amazon.co.jp","収入","一時所得","","0","OrD2dPaVCjcAtGsBwnN2kg"
"1","2022/08/09","超コンパクトキャリーカート 折りたたみ式 軽量 クロストート4WD 旅行用品 固定ロープ付き 静音 ハンドキャリー(贈り物:ナップサック)(S) 販売: Winningheart","-3360","Amazon.co.jp","日用品","日用品","","0","Vpa1XGFs7trcHxMmrJnYxg"
"0","2022/08/09","Amazon Market Place","-910","JCBカード","未分類","未分類","","1","dvDzSMEW_STi82FWkno04g"
"0","2022/08/09","Amazon Market Place","-3024","JCBカード","未分類","未分類","","1","4kEwTUH0Yoo8Q1GdEaEvDg"
"1","2022/08/09","ローソン サイタマヒガシオオナリチヨウ","-144","JCBカード","食費","食料品","","0","RVdQuuPUNsnDlvJH-KPXxg"
"1","2022/08/09","APPLE.COM/BILL","-960","JCBカード","通信費","その他通信費","","0","uAQFZS8RpcuMuBhoZuyymg"
"1","2022/08/08","虫よけパッチα シールタイプ ミッキー&ミニー [72枚入] 蚊 虫刺され 対策 ベランダ 庭 屋外 キャンプ アウトドア 旅行 携帯用(アース製薬) 販売: アマゾンジャパン合同会社","-807","Amazon.co.jp","日用品","その他日用品","","0","BB9uZYcmNmTkFhVJXmKRbA"
"1","2022/08/08","お風呂 洗剤 ルックプラス バスタブクレンジング 銀イオンプラス 香りが残らない つめかえ用大サイズ 800ml×3個+おまけ付き 販売: アマゾンジャパン合同会社","-1126","Amazon.co.jp","日用品","日用品","","0","b4ZmMYEjTcWsytlEWeJ6cw"
"1","2022/08/08","シルコット 80枚入り2パック 販売: みんなのわっしょい大学","-698","Amazon.co.jp","日用品","子育て用品","","0","WQ9-abedg47Z39Cu6MxZXw"
"0","2022/08/08","Amazon Market Place","-2631","JCBカード","未分類","未分類","","1","QyP8kAu77dOz3DgpllEbGg"
"1","2022/08/08","ウジエスーパー小田原店","-1821","JCBカード","食費","食料品","","0","dA91vOcAHVMOztwxT-VV1A"
"1","2022/08/08","イオンリテール","-670","JCBカード","日用品","日用品","","0","4Wm2zdoihk1ngFTswu6omg"
"1","2022/08/08","APPLE.COM/BILL","-120","JCBカード","通信費","その他通信費","","0","Cf5YDMzFrH22X7-0QXow6Q"
"1","2022/08/08","イオンシネマ大宮","-320","JCBカード","日用品","日用品","","0","b7O5h_xLwy5LthmRCy7jGQ"
"1","2022/08/07","LOHACO","-3618","JCBカード","日用品","日用品","","0","rpgRhL6yyBWw6EjdvsRXRg"
"1","2022/08/07","出光興産SS","-2700","JCBカード","自動車","ガソリン","","0","spedTCrGX1R1-KTY1MAE-A"
"1","2022/08/07","マクドナルドモバイルオ-ダ-","-1480","JCBカード","食費","外食","","0","PD4BtHey7heJ7jbFAKexbQ"
"1","2022/08/06","WAONチャージ","-5000","JCBカード","現金・カード","電子マネー","","0","W7O4oFETiblmcnt2Oob7yg"
"1","2022/08/06","SQ*株式会社サイエンス","-4400","JCBカード","日用品","日用品","","0","YT8X1dC2zNpDx8MYjPgm9w"
"1","2022/08/06","ウジエスーパー小田原店","-1489","JCBカード","食費","食料品","","0","32gCEt5p6IdJCvcjcw6Q9Q"
"1","2022/08/06","イオンシネマ大宮","-1100","JCBカード","日用品","日用品","","0","Fs3Yl7GP_AUseoaZ7f-8HQ"
"1","2022/08/06","JR東日本 えきねっと","-10980","JCBカード","交通費","電車","","0","a6Fh2NwvJ2Ioaqsj5mf1SA"
"1","2022/08/05","SMBC(スミシンSBIネツ","-20000","【け】みずほ銀行","住宅","住宅","","0","Jd4D9Wa4BrcFC5xkzNC_wQ"
"0","2022/08/05","振込*ナガヤマ ケンタロウ","-6600","【け】住信SBIネット銀行","未分類","未分類","","1","ks25i8jozQj3Ybg9Kl76mQ"
"1","2022/08/05","ウジエスーパー小田原店","-2199","JCBカード","食費","食料品","","0","BYgZVGSrEMkMm1MjgRUawg"
"1","2022/08/05","Suica〔携帯決済〕","-10000","JCBカード","現金・カード","電子マネー","","0","aFko2B0rnYb4h0wKd0e3DA"
"1","2022/08/05","ドミノ・ピザ","-1000","JCBカード","食費","食料品","","0","GTvKSIEs0vqNrfT3HDY7ZQ"
"1","2022/08/05","ミヤギセイキヨウ","-19330","※解約済【け】77","食費","食料品","","0","vCkktVhYtUyU5DFd1a-xhw"
"1","2022/08/04","ウジエスーパー小田原店","-640","JCBカード","食費","食料品","","0","90j0ScExK6WS7OVOYEw1Sg"
"1","2022/08/04","JR東日本 えきねっと","-10980","JCBカード","交通費","電車","","0","Ts-CK8tLbQY6Y_Gj4RMVtA"
"1","2022/08/04","ゴヘンサイ","-46984","※解約済【け】77","住宅","ローン返済","","0","eDaKLdH5J2dBJSp_saed0g"
"1","2022/08/03","割引","59","Amazon.co.jp","収入","一時所得","","0","5qM2JxfYUDnt8rsmhGERXQ"
"1","2022/08/03","[Amazon限定ブランド] Restock サントリー 天然水 ラベルレス 2L ×9本 販売: アマゾンジャパン合同会社","-1180","Amazon.co.jp","食費","食料品","","0","6FmPNpMovvZB-K6xxdCNQw"
"1","2022/08/03","割引","210","Amazon.co.jp","収入","一時所得","","0","uOYih5G-r8pVaErb2rUxaA"
"1","2022/08/03","UCC 職人の珈琲 無糖 ラベルレスボトル ペットボトル 900mlx12本 販売: アマゾンジャパン合同会社","-1404","Amazon.co.jp","食費","カフェ","","0","Muf66mElDglK64ysUmX04g"
"1","2022/08/03","ポイント","65","Amazon.co.jp","収入","一時所得","","0","DUPbXqgbMvZ1yMBEl7H1PQ"
"1","2022/08/03","Python1年生 第2版 体験してわかる!会話でまなべる!プログラミングのしくみ[Kindle 版] 森 巧尚 販売: Amazon Services International LLC","-2178","Amazon.co.jp","趣味・娯楽","本","","0","EvfORubVm22snfePcSVNkw"
"1","2022/08/03","[.st]ドットエスティ","-5549","JCBカード","衣服・美容","衣服","","0","PO7nO2PxVgFH8WDVxJHRVg"
"1","2022/08/03","エフオ-オンラインストア","-9298","JCBカード","日用品","子育て用品","","0","7KpjOrzecsxc44ixtNvcDw"
"0","2022/08/03","AMAZON DOWNLOADS WWW.AMAZON.CO","-2113","JCBカード","教養・教育","書籍","","1","KX_E9m4FVRSSdiY52ZhLpQ"
"0","2022/08/03","AMAZON.CO.JP","-1121","JCBカード","教養・教育","書籍","","1","dBajD6IiFNJ3E49BAXcsUg"
"0","2022/08/03","AMAZON.CO.JP","-1194","JCBカード","教養・教育","書籍","","1","Lsr2R6lv3-Qwf7Ld1f7bDw"
"1","2022/08/02","ONE PIECE 103 (ジャンプコミックス) 販売: アマゾンジャパン合同会社","-484","Amazon.co.jp","趣味・娯楽","本","","0","c5JjRzieBuFzqxk_efro-g"
"1","2022/08/02","Kindle Unlimited 販売: Amazon Services International LLC","-980","Amazon.co.jp","教養・教育","書籍","","0","80sG6frzSfuwQ-kWQej6Lw"
"1","2022/08/02","振込*テイガクジドウニユウキン","10000","【け】住信SBIネット銀行","未分類","未分類","","0","Idev5BvOaaLVbW7jlrIjQw"
"0","2022/08/02","AMAZON.CO.JP","-484","JCBカード","教養・教育","書籍","","1","GMLZqKcYmhs1ZpTtTspmhA"
"1","2022/08/02","ウジエスーパー小田原店","-4598","JCBカード","食費","食料品","","0","ssOYoFxvyEcfc1H8Fr6SiQ"
"1","2022/08/02","NINTENDO CB797248216 KYOTO","-9688","JCBカード","現金・カード","ATM引き出し","","0","zvrsz-a1Xpo7tNB5mhSOjw"
"0","2022/08/02","AMAZON DOWNLOADS WWW.AMAZON.CO","-980","JCBカード","教養・教育","書籍","","1","YwS2v_bJLgHCBTn1OuRJsg"
"1","2022/08/01","【Amazon.co.jp限定】 Bifesta(ビフェスタ) 炭酸 泡洗顔 ブライトアップ 泡 洗顔フォーム 洗顔料 セット 180グラム (x 2) 販売: アマゾンジャパン合同会社","-1221","Amazon.co.jp","日用品","日用品","","0","NET6KBtiZtsD-XLZK7UxlQ"
"0","2022/08/01","AMAZON.CO.JP","-1221","JCBカード","教養・教育","書籍","","1","gqxGtQk24Ef8jyHy1pKNKA"
"1","2022/08/01","SR猫柳本線ポケット","-330","JCBカード","趣味・娯楽","映画・音楽・ゲーム","","0","BJ62TDHBJS1d0d4X_2_5Yw"
"1","2022/08/01","セブン-イレブン鉄道博物館前店","-611","JCBカード","食費","食料品","","0","dG0Q4Qm_J4-GLpfLD8IMNQ"
"1","2022/07/31","コミュニティサイクル 利用料金","-330","JCBカード","交通費","その他交通費","","0","Nz6Ia2hR7UKCEnGcR3XgnA"
"1","2022/07/31","コミュニティサイクル 利用料金","-330","JCBカード","交通費","その他交通費","","0","AEJoUutHXPI9ovnHM0d8ig"
"1","2022/07/31","ヤフージャパン","-508","JCBカード","通信費","インターネット","","0","0ZW_9ubHMo6itbJA7NtLgA"
"1","2022/07/31","au 電話利用料","-7103","JCBカード","通信費","携帯電話","","0","5WrFdwTubZSzrpzfmJoFgw"
"1","2022/07/30","TEIJIN テイジン あっちこっちふきん ベージュ 薄手版 Mサイズ 販売: アマゾンジャパン合同会社","-751","Amazon.co.jp","日用品","日用品","","0","-58O1kobsixNxvcg8QlVHg"
"1","2022/07/30","コカ・コーラ 一(はじめ) やかんの麦茶 ラベルレス 650mlPET ×24本 販売: アマゾンジャパン合同会社","-1977","Amazon.co.jp","食費","食料品","","0","Nd-oLLwlk2JjMxxXIWtEng"
"1","2022/07/30","ポイント","31","Amazon.co.jp","収入","一時所得","","0","R_7m0rJmBCSZtEplUSS8VA"
"1","2022/07/30","ブラッククローバー 32 (ジャンプコミックスDIGITAL)[Kindle 版] 田畠裕基 販売: 株式会社集英社","-460","Amazon.co.jp","趣味・娯楽","本","","0","lZwTF-tnDWQfx3KpVTbdJg"
"1","2022/07/30","オリエント(15) (週刊少年マガジンコミックス)[Kindle 版] 大高忍 販売: 株式会社 講談社","-495","Amazon.co.jp","趣味・娯楽","本","","0","Ii4u1NTtVYHI_NpBOy_gWA"
"1","2022/07/30","ポイント","46","Amazon.co.jp","収入","一時所得","","0","jwUlazDNUglUxtxKZpaECQ"
"1","2022/07/30","オリエント(16) (週刊少年マガジンコミックス)[Kindle 版] 大高忍 販売: 株式会社 講談社","-495","Amazon.co.jp","趣味・娯楽","本","","0","QXVsL8GmMFqZL7yS-wlXOA"
"1","2022/07/30","モスのネット注文","-1350","JCBカード","食費","食費","","0","qgOPLSNH0Se9hfU5ab6uOw"
"1","2022/07/30","ユニクロ","-7830","JCBカード","衣服・美容","衣服","","0","TCJfAPl1yiDAtDMGLp6MfQ"
"1","2022/07/30","イオンモール","-2194","JCBカード","日用品","日用品","","0","nevbvIRBMY2zQdFHCA4hbQ"
"1","2022/07/30","GOOGLE *YOUTUBEPREMIUM","-1780","JCBカード","通信費","情報サービス","","0","zpuuJ1CLTJ-A4lpAfsFbWQ"
"0","2022/07/30","AMAZON DOWNLOADS WWW.AMAZON.CO","-449","JCBカード","教養・教育","書籍","","1","9w5NWDPQ9E55lqpa9wai9Q"
"0","2022/07/30","AMAZON.CO.JP","-751","JCBカード","教養・教育","書籍","","1","4Bjn9pZ9FxbTPdSroCIkTQ"
"0","2022/07/30","AMAZON.CO.JP","-1977","JCBカード","教養・教育","書籍","","1","NBlJL46Z_owY0JAzVL271Q"
"1","2022/07/30","ウジエスーパー小田原店","-382","JCBカード","食費","食料品","","0","TMNhusyCbxKKbjplS782Xg"
"1","2022/07/30","マクドナルドモバイルオーダーペイ","-150","JCBカード","食費","外食","","0","AS27KrknjCp0NW3zygnCmw"
"0","2022/07/29","AMAZON DOWNLOADS WWW.AMAZON.CO","-429","JCBカード","教養・教育","書籍","","1","AnAzGFDeXu5nEFfWhZbaXg"
"0","2022/07/29","AMAZON DOWNLOADS WWW.AMAZON.CO","-495","JCBカード","教養・教育","書籍","","1","MD-jcCj6hac4f6AGk_wsqw"
"1","2022/07/29","ウジエスーパー小田原店","-2104","JCBカード","食費","食料品","","0","v4rixkhhgoUJw-f_XjvNwg"
"1","2022/07/29","JR東日本 えきねっと","-5550","JCBカード","交通費","電車","","0","xdpRq1sYxh2XNhjTY56r7Q"
"1","2022/07/28","カワチ薬品フォレオ宮の杜店","-127","JCBカード","日用品","ドラッグストア","","0","8RhYsp5I_7k7agL8ifHn-A"
"1","2022/07/28","西松屋チェーン フォレオせんだい宮の杜店","-5390","JCBカード","日用品","子育て用品","","0","0KXSLrjoKi2LTQn8bjLQJw"
"1","2022/07/27","割引","286","Amazon.co.jp","収入","一時所得","","0","eFvRskBvaPjPoQOMvv86Sw"
"1","2022/07/27","【Amazon.co.jp限定】 純水99% おしりふき 「ポチ」 80枚入×20個 (1600枚) 販売: アマゾンジャパン合同会社","-1907","Amazon.co.jp","日用品","子育て用品","","0","AdnC9o4draBzZaMgXvIA2g"
"1","2022/07/27","テイジン あっちこっちふきん グレー マイクロファイバー Mサイズ 販売: アマゾンジャパン合同会社","-550","Amazon.co.jp","日用品","日用品","","0","_a7PtB5oU5POBn_nboI8OA"
"0","2022/07/27","AMAZON.CO.JP","-550","JCBカード","教養・教育","書籍","","1","q1Fh5GTIpj62wsL3DqNybQ"
"0","2022/07/27","AMAZON.CO.JP","-1621","JCBカード","教養・教育","書籍","","1","-yTiYEuHIwDKbYKQF-rWlA"
"1","2022/07/27","SMBC(スミシンSBIネツ","-10000","※解約済【け】77","住宅","住宅","","0","DvnOHKuAPFmxaOB-RNSnZQ"
"1","2022/07/27","MBS.エルコミユニテイ","-19525","※解約済【け】77","住宅","管理費・積立金","","0","mCgWo3HVu0XaYAoNdwNN_g"
"1","2022/07/26","東北電力 04年07月分","-13332","JCBカード","水道・光熱費","電気代","","0","nHgo1OfTYSw7dVa_C2lozQ"
"0","2022/07/26","カクテイキヨシユツカケキン","-10000","【け】みずほ銀行","未分類","未分類","","1","zMQ9OcrGp-c0y4NLwMi4xw"
"1","2022/07/26","ウジエスーパー小田原店","-1420","JCBカード","食費","食料品","","0","eJQHOeC4QbASWbotnA7ZNw"
"1","2022/07/26","はいチーズ!","-1562","JCBカード","未分類","未分類","","0","V0JXffy4DNwGjb2e8u3PFg"
"1","2022/07/26","セブン-イレブンさいたま大栄橋西店","-384","JCBカード","食費","食料品","","0","TR575sIRLvX9WweOgByj8Q"
"1","2022/07/26","カワイガツキ(SMFS","-6930","※解約済【け】77","未分類","未分類","","0","VjUmXyGgybL24aXI8fSTTg"
"1","2022/07/26","トウキヨウカイジヨウニチ","-5140","※解約済【け】77","自動車","自動車保険","","0","7uTTvzaP6NDF-WV8PG6XPw"
"1","2022/07/25","LOHACO","-3843","JCBカード","未分類","未分類","","0","c7i9sipzbG6HUzkO6i-7Ww"
"1","2022/07/25","トイザらス 仙台長町店","-1079","JCBカード","日用品","子育て用品","","0","DJurFsugfE0BUaNIU2NAZw"
"1","2022/07/25","ララガーデン長町","-2420","JCBカード","食費","食料品","","0","uXo5DDZUnoyeo_jGCynzoQ"
"1","2022/07/25","ヒガシニホンリヨカクテツドウ(カ) オオミヤ","349392","※解約済【け】77","未分類","未分類","","0","ObqlyHrlk_7U8YyULORCRA"
